movie_ID
25882296
30201003
27072795
26654269
27621727
27093707
26627736
26588308
26804147
27066203
27200988
27064658
26842702
24773958
27172891
26654498
26416062
27040737
27113517
30146756
26787574
27074301
11584016
26997663
25900947
26640371
27061510
4920389
20495023
26384741
26908280
27615564
6874741
27018285
10512661
26602900
30156898
26662193
26683421
26990609
26809592
27155457
26861685
26698897
27027913
26791452
27133303
26773744
4844731
6390825
25790761
26945085
26888905
25821634
26683723
26721644
26575103
26340419
20435622
26942674
27172872
26949241
26793852
26876254
5350027
27000061
27069070
27021609
26378579
27038183
26863778
26767512
26654146
26742730
26910820
26649604
26879607
25728612
26430636
25723583
26775933
26718828
27073291
2158490
26793157
3914513
26972275
26995719
3445906
27102505
27039378
26425068
25704492
26774722
26603666
27012992
22265634
26937563
26774033
25829175
26877492
26586766
3212397
27013111
27012731
27198855
25788426
26323032
26992383
26946450
26004132
30162520
26842503
26782656
27017288
26799232
30195228
26926321
26966580
26994321
