ID,approve,date,movie_name,score,short_review
XOKORA,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,20,又是预告片比正片好看系列，都不知道如何评价本片！
reneryu,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,40,男孩们都这么good listener和understand，政治很正确。。BGM也很好听
Lee winchester,1,"
                    2018-08-22
                ",致所有我曾爱过的男孩 短评,30,说实话没和发小在一起真的很遗憾了，太让我失望了。
钱德勒卡夫卡,1,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,40,老套而又甜掉牙，这才是真正的girl porn吧！那些男孩子怎么都那么可爱！Peter开启了我对运动男的全新喜爱！《忌日快乐》男主丧甜丧甜！Aidan老了也一样可爱！嗷嗷！
黄苦儿,0,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,40,很多共鸣之处
巴士底的猫,0,"
                    2018-08-24
                ",致所有我曾爱过的男孩 短评,30,傻白甜的青春肥皂剧。5
艾银,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,40,"不行动的话，一切都不会开始的。
——2018.09.02"
Kreuzberg,0,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,20,男主角的眉毛看起来就很会搞事情
ashvsdeadevil,0,"
                    2018-09-08
                ",致所有我曾爱过的男孩 短评,40,一个字：甜。羡慕这样的高中生活，呜呜
DragonFish,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,40,老套的契约恋爱梗，高中生爱情狗血剧情却被男女主演绎得格外清新可爱。可惜乔什小哥戏份并不多，他实在太可爱了。想要一个女主妹妹那样的妹妹，简直是神助攻。
Ear·Eros,0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,亚裔女版爱你西蒙
基瑞尔,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,“我钦慕过的，牵挂过的，伤害过的，挣扎过的，谨将这首歌献上给我，从前每个男孩如盛放的花朵”。那些成长中爱错人的心有千千结，小心翼翼的少女情绪，作为“异乡人”的自我隐藏...虽然于成人而言显得肥皂低幼了，但就冲着这电影就想冲去买Jenny Han的原著小说重回17岁【。几个选角极佳，所以很开心Netflix有了续集接着拍下去的计划。这个月依次看了《网络迷踪》，听到了关于《摘金奇缘》的buzz，虽然不知道这是否真的意味着什么，但至少都有被看到，就是一件好事【演Josh的Israel Broussard竟然就是《怦然心动》的小伙，真是从小可爱到大！】
kakakarl,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,30,3.4。青春期少女的心事被摆上台面，不论肤色种族都会为各种事情而烦恼啊。突然各种电影让亚裔挑大梁成为了趋势，但是有种强行亚裔的感觉……
404_not_found,2,"
                    2018-09-10
                ",致所有我曾爱过的男孩 短评,50,哎呀奔三的单身老阿姨少女心爆棚了！羡慕那些看完之后奔去表白的人！我是差那一点点勇气吗？我差的是暗恋的人呐~~~~~
纳国斯隆德月刊,0,"
                    2018-08-29
                ",致所有我曾爱过的男孩 短评,40,如同重读五六年前在AO3看的那些假男友甜文哈哈哈哈哈【挑刺的话，卡司总体的演技不够好，配角戏份都那么多了可以写得更有趣一点的。
Lotte-F,4,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,50,鉴于我真的很喜欢这部电影整体的氛围和男女主角的设定，尽管它还算不上经典佳作的水准，但我还是想要给五颗星！欧美校园爱情片能找一个亚裔女主角就已经非常了不起了，而且这个女主角还不扮傻很讨喜，陈东兰越看越可爱！
Sandra J,2,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,40,为什么很多人站竹马男二 我反而觉得运动员小男主和女主更配啊 这次我站对了官配诶～
非凡小河,0,"
                    2018-09-04
                ",致所有我曾爱过的男孩 短评,40,看到中间，脑海中突然想到：当两个人向对方诉说不常对别人说的话时，这就是两个人感情加深的暗示了。这个应该对爱情和友情都适用吧。
瘸猫仙,0,"
                    2018-08-31
                ",致所有我曾爱过的男孩 短评,40,abc玛丽苏啊～
willamette,0,"
                    2018-09-08
                ",致所有我曾爱过的男孩 短评,30,貌似因为这片，养乐多的销量还上涨了哈哈！真的蛮少女心玛丽苏的，但也拍得挺可爱，看得很开心！前女友和邻居的线有点崩，看脸猜错男主角了... 城市风光又是Portland！
eviloan,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,20,没啥意思啊
艾小炮,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,3.5  比预想的好多了，甜甜的，女主演得不错，一切轻喜剧的元素都有了，一晃00后们的爱情电影都成批上线，叫叔叔情何以堪，特别是一想到美少女的谎言中的Mona在这里只能演姐姐！
大评论家,1,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,完全没有爱你西蒙有感觉
会飞的小倩倩,0,"
                    2018-08-23
                ",致所有我曾爱过的男孩 短评,30,生活的众多可能性是你往前踏一步。
充耳,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,20,有一个好开头，女主陷入抓狂的境遇，但期待的笑料没有爆发，剧情的后续推进因俗套而显得乏力。追求合家欢效果需打安全牌，不能颠覆校园青春喜剧的常规，又必须强行拥抱家庭亲情至上的主题，浪费一个略有灵气的开局。
一句话影评,0,"
                    2018-09-06
                ",致所有我曾爱过的男孩 短评,30,看标题以为是 那些男孩教我的事 诸如此类的影片 实际还是从青春期的小心思和同学之间的小攀比和小嫉妒开始 按照爱情片的定律 契约情侣双方最后一定会真正相爱 故事也在朝着这走向小火慢炖着 难得在美国青春片中出现亚裔女主角
B仔,1,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,40,故事推进很快，节奏点卡得很稳，更重要的是角色的化学反应太好了！这一家子人真可爱啊妹妹好助攻！站错CP但是到最后还是有被甜到。
蓝色茉莉blue,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,30,玛丽苏小言情电影:演员颜值在线，姐妹花可爱，情节简单，剧情平淡，胜在节奏舒服，三观正。没有男一男二小时候都喜欢女主的恶俗桥段，女主也一直避开男二，不和姐姐前男友有任何瓜葛。
╰fabulousゝ,4,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,40,还是觉得Josh最可爱 以为会跟Josh在一起的 啊哈哈 / 女主颜值和演技都忽上忽下 很迷 但女主的outfit一直都很优秀 / 几乎可以和女主完全产生共鸣 但是里面任何人的开导对我都没用 meh / 看别人谈恋爱真开心呐
杳圻,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,爸爸的三个女儿像是三个不同人种……
Entrop1e,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,标准美式青春纯爱电影 但是看得我春心萌动 突然想耍朋友 哈哈哈 这个亚裔女孩怎么越看越好看
影评人 杉姐,0,"
                    2018-09-01
                ",致所有我曾爱过的男孩 短评,40,套路校园剧，因亚裔女主的独特而变得不同。简单的故事也能拍的好看。
游侠一笑,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,20,片名很喜欢。但西方世界的青春，越南裔女主，看着总有那么一段距离，大概就是从广州到纽约那么远吧。
zykmilan,0,"
                    2018-08-22
                ",致所有我曾爱过的男孩 短评,30,其实还是挺酷挺可爱的青春片，把少女那点儿crush的小心事儿讲的挺好的。不过对我来说还是觉得稍微有些抓马了，不管是情节还是小演员们的演技。小“李千欢”还是挺漂亮的。
Ecane,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,"跟「Love, Simon」风格也太像了吧，运镜剧情冲突配乐都同质化哦，大概是现在青春片的套路了？注意力一直在女主角的假睫毛上无法集中…重点就是一直在撒糖啦，甜到腻死，明明知道一定会在一起就看得很轻松啦。但现实生活里大多数想法还是永远会烂在心里的吧，毕竟不会像电影一样可以停留在HE的一刻。"
SundanceKid🌈,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,20,谈过校园恋爱或有过少女心事的，都该对这情节嗤之以鼻
Jus,0,"
                    2018-09-08
                ",致所有我曾爱过的男孩 短评,40,surprisingly sweeeeet
懦弱者的托词。,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,20,这种青春爱情故事对我来说还是太年轻了。我一90后大叔看得快急死了。Peter和隔壁那男孩太像了好么，前二十分钟都没分清楚谁是谁，后面都是靠发色认人，选角减分。
Vik可,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,为什么男二原来是男二，这结局我接受不了。。。
J,0,"
                    2018-09-04
                ",致所有我曾爱过的男孩 短评,40,我觉得很难找到一个像我一样多年如一日般热爱romcom的人了，小包袱抖得挺有意思的，各种无心插柳情节也挺萌的，然而大部分人我们还是愿意活在幻想里，因为现实真的没有电影那么善意。
长久云,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,30,cute little thing
litanerr,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,well let's say that sixteen candles reference got me :)
HoneyButter,0,"
                    2018-09-13
                ",致所有我曾爱过的男孩 短评,40,妈呀也太甜了吧！！！！！！！！！！啊！！！！！！！！反正有所有我喜欢的先虐后甜假戏真做的戏码哈哈哈哈
施舍翅膀,0,"
                    2018-09-01
                ",致所有我曾爱过的男孩 短评,30,整体感觉像爱你西蒙。过了这个纯爱的年纪，觉得这群高中生闹别扭很幼稚，美国高中来回这点drama，说到亚裔歧视用亚裔主角才奇怪…忌日快乐里的小鲜肉Israel依然是那么可口
左加菲,0,"
                    2018-09-04
                ",致所有我曾爱过的男孩 短评,40,好莱坞总是在不断更新。黑人片之后亚裔片也逐渐获得商业成功。电影很标准化，也有很好的小说人物、情感基础。但我们看着不免还是会走神感慨，这个长相的女孩在亚洲本土恐怕只能是三十八线女配的命运吧。演员本人也真是证明了后期教育生长环境的重要，越南女孩被收养后在加州富裕家庭长大成了明星，这本身就是个美国梦吧。
痞影人科莱昂,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,40,少女情怀总是诗。难得近年欧美电影里出现的一位可爱的亚裔角色，而且演得也还不错，这样的校园片总会让你对国内的那批青春电影恨铁不成钢。而且这类电影特别挑观众，至于赶走了哪类观众...嗨就不明说了。另外大胆猜测，评分不高的一个重要原因可能是男女主颜值入不了一部分人法眼。以及，每个家庭的新年前夜总会有一堆屁事发生，但最后又都会温馨收场啊。
無 念,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,男二和姐姐的戏都不够好，男女主情感线感觉也有点莫名其妙的。整体太套路，但是某个瞬间还是让我想起自己，不够自信畏畏缩缩，也想起那些我曾遇到过的女孩们。只可惜我还是比较悲观吧，你喜欢的人刚好也喜欢你，这种神仙剧情现实中还是见过的太少了。2.5
Later,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,40,"There is only one boy who I have ever truly loved. (rooted for the wrong guy. like, dude, come on Josh is way cuter. Mona from pretty little liars"
手撕每只牛,1,"
                    2018-08-24
                ",致所有我曾爱过的男孩 短评,30,看完后竟然想哭！勇敢对喜欢的男生表白的女孩子最酷了！
Citrus,0,"
                    2018-08-23
                ",致所有我曾爱过的男孩 短评,30,暗恋咖最开始看预告的时候以为有关于暗恋的爽和衰，也有告白的勇敢，结果发现还是小套路的爱情电影。有的人真很幸运，喜欢的人也喜欢着自己，无奈的是世界上更多的暗恋最后难免无疾而终。
above,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,40,哈 又站对了cp 
井戒,0,"
                    2018-08-21
                ",致所有我曾爱过的男孩 短评,30,普通青春片，挺容易站错CP
DTT,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,男二小哥哥是忌日快乐里的那个~超可爱！！！
走走看看,0,"
                    2018-09-10
                ",致所有我曾爱过的男孩 短评,40,很甜
文森Vincent,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,整体的确是比较规律俗落的青少年电影的框架及情节，但局部段落拍出一种《在哥伦布》式的苦闷中隐含着生命激情的气质。★★★
SitDown王書紀,0,"
                    2018-08-21
                ",致所有我曾爱过的男孩 短评,30,高中真好，时间过去得越久，高中的那些人和事以及自己就变得越好
Kathrynx,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,50,wow
天外飞青,0,"
                    2018-08-21
                ",致所有我曾爱过的男孩 短评,30,校园青春，美式文化出现华人女孩主演稍微有点尬。略带的疏离感也挺符合黄皮肤，一家人三色姊妹花代表了美式文化的包容。
Koala C,0,"
                    2018-08-27
                ",致所有我曾爱过的男孩 短评,50,‘classic’ hehe
噬辣狂魔小泽条,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,50,青春时候的幻想、小心机和口是心非真是好吃啊，就是相信十几岁才会有这些单纯可爱的恋爱，哪怕是背叛都轻描淡写，真心却羞于表达
葛攀,1,"
                    2018-08-31
                ",致所有我曾爱过的男孩 短评,30,Netflix的小成本电影真的是类比我们的网大好太多了，不过放院线的话还是有点老套。
咸鱼罐头🐼,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,30,果然这种电影就是粉色泡泡啊，看着很美好，然而放在现实里面恐怕会瞬间被戳破吧~
荷沐风,2,"
                    2018-08-30
                ",致所有我曾爱过的男孩 短评,40,"协约爱情假戏真做小甜饼。
还挺好看的，虽然猜得到男主肯定是承包了初吻二吻三吻各种吻的运动男，可我还是更喜欢文雅的青梅竹马。
妹妹真是聪明漂亮又可爱。"
共感,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,40,好可爱哦哭哭 过了十年我还在狂看小鸡片 上门的模联小帅哥好白净（重点错
ztlpoppy,1,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,20,道理我都懂 但是女主既不好看也不讨喜实在无法欣赏
HAIBARA,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,40,年纪越大越喜欢看高中生恋爱drama了...
雷丘,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,40,真可爱！原来美国校园题材也可以很真诚很甜。会想，如果有人告诉我，喜欢就要说出来，青春会有多少不同呢。
Hancock,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,40,稍出近之，慭慭然，莫相知……益习其声，又近出前后，终不敢搏……稍近，益狎，荡倚冲冒……青春鬥
葫芦娃是麦霸,0,"
                    2018-09-06
                ",致所有我曾爱过的男孩 短评,40,看完之后，默默回忆喜欢过的男孩们....
九Lansr,0,"
                    2018-08-24
                ",致所有我曾爱过的男孩 短评,30,小鸡电影 还行
小粉,0,"
                    2018-08-23
                ",致所有我曾爱过的男孩 短评,40,好喜欢netflix的青春片，看来我就吃这一套。无脑少女向，超甜超治愈，男主一本可爱。
饲养员黑洞子,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,40,开头的那30分钟非常无聊。还好后来男主戏份多了，特别甜嘻嘻。男主长得特别像一个熟人，观影就像stalk人家私生活一样lmao。
天凉气清,0,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,40,还以为女主会和彼得会一起在小餐馆点两曲跳个小舞的。
唐小贱,0,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,40,妈蛋！我一个90后的老叔叔竟依然对这种电影抵抗无力？男主第一眼无感，但是越看越可爱，小动作有点多却不扣分，讲话迷之长sh音有加分。
疯疯爱,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,40,拍得各种少女心炸裂 女主印证了 什么样的亚裔女孩在欧美男生里最有魅力 哈哈哈哈 美好的周六:)
毛毛腿,0,"
                    2018-09-11
                ",致所有我曾爱过的男孩 短评,30,这个长着松鼠脸，大大的胸的小女孩还真的乍一看很有喜感
毛毛毛男,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,40,我想用指尖抚摸穿过你的头发，我想把头枕在你肚子上，闻着你我并不喜欢的淡淡香水味，然后就那一刻突然觉得，对自己说，未来其实还很遥远。
Tao,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,40,Pleasantly surprised.
hffjvtyb,2,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,剧情略狗血。但很浪漫青春，全程姨母笑看完，亚裔女主好可爱！但是男二比男主帅多了
七公子,0,"
                    2018-09-12
                ",致所有我曾爱过的男孩 短评,30,"十几岁的情绪总是囿于一点点小事,从没有想过天长地久或者幸福美满，对于当时的人生长度来说，在那一刻最重要的是遇见。"
Lansing Kam,0,"
                    2018-09-11
                ",致所有我曾爱过的男孩 短评,20,American teenager sucks
王安安,0,"
                    2018-09-01
                ",致所有我曾爱过的男孩 短评,40,虽说一个女孩喜欢的男孩子可能都是一个类型，但这么选角真的很脸盲，前面一半时间分不清这些长相相似的帅哥哪个是哪个，很恼火
栗子,0,"
                    2018-09-08
                ",致所有我曾爱过的男孩 短评,30,站错cp，只能弃了
MISS BELLA。B,0,"
                    2018-08-29
                ",致所有我曾爱过的男孩 短评,30,可能是过了看青春爱情剧的年龄
Mandy M.,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,彩蛋完美，全程顺畅，站错cp惊喜
凯撒不爱我,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,一星期前，就kill time糖水片呢
矛盾颓废体,0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,小清新爱情片~假戏真做，好久没看电影了觉得世界真美好233
Coralineee,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,30,Cute
电影民工。,0,"
                    2018-08-22
                ",致所有我曾爱过的男孩 短评,20,一般般，没有惊喜。
azzz,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,50,cute
downtoearth,0,"
                    2018-09-06
                ",致所有我曾爱过的男孩 短评,30,风格轻快，表演自然
张小彩,0,"
                    2018-09-14
                ",致所有我曾爱过的男孩 短评,40,年轻人的恋爱真的太美好了，好喜欢彼得凯林斯基这样的男孩子啊啊啊啊，男友力100分！！！亲姐妹或者家人之间互相倾诉衷肠之类的戏码看一次哭一次，7分！
M仔,2,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,40,偷偷写下不寄出的情书小时候也曾做过，爱幻想其实和大部分的小女生一样，暗恋很好但如果迈出一步，也许多点机会吧。剧情和大部分的美式青春片一样，看完想恋爱，两姐妹躺在沙发上看电视的场景真的扎心，11岁妹妹取消约会陪姐姐，想到自己都26岁了周末还在家看剧真难过。
Lucie,0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,imdb评分怎么辣么高？没想通。看评论貌似女主的肤色是重点？
是的我,0,"
                    2018-08-21
                ",致所有我曾爱过的男孩 短评,40,爱玛，好喜欢，这姑娘好幸运
白梦,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,50,青春片的青春太青春了，我的青春一定是假的！（如果我青春期时多看点这种青春片估计也能多一点青春吧）
陈精病,0,"
                    2018-08-24
                ",致所有我曾爱过的男孩 短评,30,竟然猜错了男主，明明邻居比较可爱啊！
三月兔,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,40,比起两千年初的校园爱情片依然是换汤不换药，但是 Lana Condor 真是怎么看怎么爱，遗憾的是把韩裔背景改的没剩多少。
冷趴趴趴巫婆,0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,一直在想小女主明明亚洲人的长相为什么会在一个美国家庭
衡·Isabella,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,小甜小虐，爱情是两人一起在跌跌撞撞中学会的本领。
请把外卖放门口,0,"
                    2018-09-03
                ",致所有我曾爱过的男孩 短评,30,这片子被吹的恨不得奈飞有史以来top3了(奈飞还是好好思考一下为什么总拍烂片吧) 我是怀着非常非常崇敬的心情看的 就挺普通的小妞电影吧 从十六支蜡烛和搏击俱乐部那里我就看到了结局 所以为什么评价这么高啊?（就因为女主是亚裔?）实在是找不出打四星的理由 所以还特地把之前看到奈飞另一部类型相似的片子从四星改到了三星...
亘亘LOOK,0,"
                    2018-08-31
                ",致所有我曾爱过的男孩 短评,40,想起我的高中3年，也是毫无勇气的怂包一个呢。室友N倒是翻版Peter，勇敢爱，勇敢受伤。
0405|Love&Life,0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,netflix现在也喜欢这种青春校园爱情题材了吗。哈哈。
陈大树,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,每次一谈心或剖白，电影就陷入一种尴尬的踌躇里。男二及另外几位收信人的设计简直鸡肋。
ikoshirly,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,30,甜的
哎呦表酱说啦,0,"
                    2018-08-22
                ",致所有我曾爱过的男孩 短评,30,男主你拆了我的竹马西皮啊啊啊啊啊啊但是回头想想毕竟是姐姐的ex，无缘了兄der……男女主都挺浓墨重彩的，连男二都是……不过还是真实的心肌梗塞了233
伪装的甘党,1,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,糖分充足，略微甜齁
觉 溺,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,40,cute
saki腿毛一米二,0,"
                    2018-08-29
                ",致所有我曾爱过的男孩 短评,20,emm…所有的看点都集中在预告片里惹 正片蛮无聊的
Ricky,0,"
                    2018-08-22
                ",致所有我曾爱过的男孩 短评,30,一般水平
丢丢,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,30,对美国青春校园电影看不厌的我
Fairy,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,30,一般般 亚裔不亚裔没区别 看久了觉得女主还挺可爱 
原谅我是一个逗,0,"
                    2018-08-27
                ",致所有我曾爱过的男孩 短评,50,女主真是越看越好看啊  真的是甜甜的高中校园恋情
Septemberlie🍓,1,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,40,我的高中时代白活系列～好甜😢
吊wet灯,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,40,好怀念可以为人心动的感觉！！！自己老了只能靠看年轻人谈恋爱回一下春了  多一星给亚洲女孩子们
沐夕,1,"
                    2018-08-24
                ",致所有我曾爱过的男孩 短评,20,晚上做了俩件无聊的事。一是参加了小鲜肉教练的瑜伽拉伸，一边教课一边翻书，操作666；第二就是追了这部电影，全程觉得很尬演。。。
丸昴,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,20,#it's-not-just-i-wanna-like-blahhhhhblahhhh-or-anything##产业话题romcom#
Nanccccccy,1,"
                    2018-08-21
                ",致所有我曾爱过的男孩 短评,40,It’s 2018. Make chick flick greater again.
喧鸦,1,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,预告片的5封情书，还以为真的会和5个男生纠缠，事实上只能勉强算两个，严格地说只有一个那位假男友。标准的美式青春电影，轻松流畅，肥宅周末无脑看完。
Edison Tam,0,"
                    2018-08-30
                ",致所有我曾爱过的男孩 短评,30,小朋友的假戏真做 羡慕老美16岁可以驾驶汽车 羡慕Lara Jean的父亲贼开放
悠歌,0,"
                    2018-09-13
                ",致所有我曾爱过的男孩 短评,40,意外的好看，虽然有些套路，不过里面男女主彼此对话的台词很棒，关于人生关于自我，什么是爱情，敢于接纳自己的爱情才真实
ways and means,0,"
                    2018-09-08
                ",致所有我曾爱过的男孩 短评,30,我真是没想到这么简单的YA小说改编成电影都能丢东西啊哈哈哈 演员年轻又可爱 但是整体演技浮夸 搞得我既不信虐也不信甜
長天吿远,1,"
                    2018-08-30
                ",致所有我曾爱过的男孩 短评,30,剧情其实很老套，女一的演技真的很尬，但是能主演也算华人之光了。不过这种暖心的青春电影真的很需要，你可以一边对薄弱的剧情嗤之以鼻，也能够一边对甜蜜可爱的CP会心一笑。
ParkChanGa,1,"
                    2018-08-30
                ",致所有我曾爱过的男孩 短评,30,除了青春也看不到别的东西了😂多一星为长帅的josh打🤛🏿
魔法炼金术士,0,"
                    2018-09-11
                ",致所有我曾爱过的男孩 短评,30,这种暗戳戳的种族指向。亚裔女孩也有白人帅气男孩喜欢。
luna甜味素,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,40,我真的很喜欢看这种傻白甜青春片，猜女主最后要和两个男孩中的哪个在一起。
SHINE,1,"
                    2018-09-05
                ",致所有我曾爱过的男孩 短评,30,女主越看越好看。灵气很够。
"★Napoleon,",0,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,30,开始还以为是美剧，最后很吃惊这种节奏是电影？？
Nymmmmmmmmeria,0,"
                    2018-09-09
                ",致所有我曾爱过的男孩 短评,30,2.9/5
柚柑橘橙,0,"
                    2018-08-19
                ",致所有我曾爱过的男孩 短评,20,其实想给2.5，各个演员演技都很在线，但剧本写得太渣了，俩主角的情感线发展很迷，就算是最老套的假戏真做也有写不好；女主对Josh的情感也是不清不白，转变得莫名其妙；Josh和Ambrose真的蛮帅的女主你确定不要考虑一下吗？
將 離,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,20,Emmmm有点别扭
袜纸小姐,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,50,非常非常非常喜欢！关于青春期少女的小心思，爱与被爱。少男少女的恋情真的太戳啦。以及难得的亚裔女孩当主角，赞赞。
leozac,1,"
                    2018-08-20
                ",致所有我曾爱过的男孩 短评,40,三星半，Josh一眼就认出是忌日快乐的小帅哥了（比起Peter我更喜欢他这种型的看着就是好男孩的萌萌哒帅哥）。跟猜想的不一样，还以为会跟Josh在一起，但是跟Peter在一起的时候真的很甜，Peter是越了解越让人喜欢的男孩。最后的小哥抱着花出现笑死了哈哈哈！
魔人迈可,0,"
                    2018-08-28
                ",致所有我曾爱过的男孩 短评,10,在美国海报都能抄袭了，中国资本的力量果然强大，也果然丢人
米酸奶,0,"
                    2018-08-29
                ",致所有我曾爱过的男孩 短评,40,男主可爱
Oddly Enough,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,50,甜甜甜！等续集！
岁月何须溪上记,0,"
                    2018-08-23
                ",致所有我曾爱过的男孩 短评,30,女主演员是越南孤儿被美国夫妇收养长大，在片子里演韩裔，欺负美国观众分不清亚洲人长相是吧。女主素颜挺好看的，但这电影里的妆容太灾难了。服装也灾难，女主演员本身157cm，衣服显得人更矮了。男女主如何互生情愫完全没有铺垫，这就很尴尬。
debut0901,1,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,30,哎呀甜死我了。好甜的校园青春电影，男一男二颜值满分。完全没有猜对剧情走向，一直以为关键时刻男二英勇跳出的。话说可能我自己也比较过于敏感，但里面一些Asian stereotype比如开车不好，头发油腻，亚裔女+白人男组合看着还是有些不舒服。
浅尝辄止,0,"
                    2018-08-26
                ",致所有我曾爱过的男孩 短评,30,阿姨老了，最爱看这种纯洁单纯的校园爱情了
Kyyper,0,"
                    2018-08-25
                ",致所有我曾爱过的男孩 短评,30,校园里那种简简单单的单纯爱情，看着很轻松。每个人都值得被爱，也都应该勇敢去爱。
陆陆里里_,0,"
                    2018-09-02
                ",致所有我曾爱过的男孩 短评,40,3.5
真诚的人,0,"
                    2018-09-01
                ",致所有我曾爱过的男孩 短评,50,把我看哭了
天之饺子,0,"
                    2018-09-11
                ",致所有我曾爱过的男孩 短评,30,看校园爱情片给被工作折磨的精疲力尽的我充充电。
EcYiron,0,"
                    2018-08-29
                ",致所有我曾爱过的男孩 短评,20,好难看……抱走kitty和josh
rovaniemi,0,"
                    2018-08-18
                ",致所有我曾爱过的男孩 短评,40,简单小清新的故事，但是超甜的！
X教授的傻儿子,25684,"
                    2018-04-25
                ",复仇者联盟3：无限战争 短评,40,《复联3》讲的是一个猪队友顺风浪了一波，然后被团灭了的故事。呵呵，卡魔拉真倒霉，爸爸是个疯子，男朋友是个傻子。
